record_id,source_graph,source_file,source_sequence,bibtex_type,bibtex_key,title,normalized_title,first_author,all_authors,year,venue,doi,arxiv_id,semantic_scholar_id,metadata_url,primary_paper_url,publication_status,visual_SOT_relevance,relevance_basis,has_official_code,official_code_url,candidate_solution_families,family_evidence_terms,abstract,volume,pages,pmid
SpikeTrack:21:ec79544fb40ca5bf62efcdf857456c1b2b55171f,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,21,article,ec79544fb40ca5bf62efcdf857456c1b2b55171f,Sparse Transformer-Based Sequence Generation for Visual Object Tracking,sparse transformer based sequence generation for visual object tracking,Dan Tian,Dan Tian and Dong-Xin Liu and Xiao Wang and Ying Hao,2024,IEEE Access,10.1109/access.2024.3482468,UNKNOWN,ec79544fb40ca5bf62efcdf857456c1b2b55171f,https://www.semanticscholar.org/paper/ec79544fb40ca5bf62efcdf857456c1b2b55171f,https://doi.org/10.1109/access.2024.3482468,JOURNAL_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Token / feature / spatial sparsification; Autoregressive / sequence modeling; Relation / cross-attention modeling; Robustness / distractor handling,"Token / feature / spatial sparsification: spars | Autoregressive / sequence modeling: autoregress | Relation / cross-attention modeling: cross-attention | Robustness / distractor handling: background, robust","In visual object tracking, attention mechanisms can flexibly and efficiently handle complex dependencies and global information, which improves tracking accuracy. However, when dealing with scenarios that contain a large amount of background information or other complex information, its global attention ability can dilute the weight of important information, allocate unnecessary attention to background information, and thus reduce tracking performance. To relieve this problem, this paper proposes a visual object tracking framework based on a sparse transformer. Our tracking framework is a simple encoder-decoder structure that realizes the prediction of the target in an autoregressive manner, eliminating the additional head network and simplifying the tracking architecture. Furthermore, we introduce a Sparse Attention Mechanism (SMA) in the cross-attention layer of the decoder. Unlike traditional attention mechanisms, SMA focuses only on the top K pixel values that are most relevant to the current pixel when calculating attention weights. This allows the model to focus more on key information and improve foreground and background discrimination, resulting in more accurate and robust tracking. We conduct tests on six tracking benchmarks, and the experimental results prove the effectiveness of our method.",12,154418-154425,UNKNOWN
SpikeTrack:22:00555d35794b4dcca03928530e906291acaca17d,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,22,article,00555d35794b4dcca03928530e906291acaca17d,Optimized Information Flow for Transformer Tracking,optimized information flow for transformer tracking,J. Kugarajeevan,J. Kugarajeevan and T. Kokul and A. Ramanan and S. Fernando,2024,ArXiv,10.48550/arxiv.2402.08195,2402.08195,00555d35794b4dcca03928530e906291acaca17d,https://www.semanticscholar.org/paper/00555d35794b4dcca03928530e906291acaca17d,https://doi.org/10.48550/arxiv.2402.08195,ARXIV_PREPRINT,SUPPORTING,visual-tracking/tracker term in title or abstract,YES,https://github.com/JananiKugaa/OIFTrack,Dynamic / conditional computation; Robustness / distractor handling,"Dynamic / conditional computation: dynamic | Robustness / distractor handling: background, distractor","One-stream Transformer trackers have shown outstanding performance in challenging benchmark datasets over the last three years, as they enable interaction between the target template and search region tokens to extract target-oriented features with mutual guidance. Previous approaches allow free bidirectional information flow between template and search tokens without investigating their influence on the tracker's discriminative capability. In this study, we conducted a detailed study on the information flow of the tokens and based on the findings, we propose a novel Optimized Information Flow Tracking (OIFTrack) framework to enhance the discriminative capability of the tracker. The proposed OIFTrack blocks the interaction from all search tokens to target template tokens in early encoder layers, as the large number of non-target tokens in the search region diminishes the importance of target-specific features. In the deeper encoder layers of the proposed tracker, search tokens are partitioned into target search tokens and non-target search tokens, allowing bidirectional flow from target search tokens to template tokens to capture the appearance changes of the target. In addition, since the proposed tracker incorporates dynamic background cues, distractor objects are successfully avoided by capturing the surrounding information of the target. The OIFTrack demonstrated outstanding performance in challenging benchmarks, particularly excelling in the one-shot tracking benchmark GOT-10k, achieving an average overlap of 74.6%. The code, models, and results of this work are available at \urlhttps://github.com/JananiKugaa/OIFTrack",abs/2402.08195,UNKNOWN,UNKNOWN
SpikeTrack:23:cb85d94fad7e70a7091b975a74978bb0f1e23589,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,23,article,cb85d94fad7e70a7091b975a74978bb0f1e23589,Context-Aware Token Pruning and Discriminative Selective Attention for Transformer Tracking,context aware token pruning and discriminative selective attention for transformer tracking,J. Kugarajeevan,J. Kugarajeevan and T. Kokul and A. Ramanan and S. Fernando,2025,ArXiv,10.48550/arxiv.2511.19928,2511.19928,cb85d94fad7e70a7091b975a74978bb0f1e23589,https://www.semanticscholar.org/paper/cb85d94fad7e70a7091b975a74978bb0f1e23589,https://doi.org/10.48550/arxiv.2511.19928,ARXIV_PREPRINT,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Pruning; Robustness / distractor handling,"Pruning: prun | Robustness / distractor handling: background, distractor","One-stream Transformer-based trackers have demonstrated remarkable performance by concatenating template and search region tokens, thereby enabling joint attention across all tokens. However, enabling an excessive proportion of background search tokens to attend to the target template tokens weakens the tracker's discriminative capability. Several token pruning methods have been proposed to mitigate background interference; however, they often remove tokens near the target, leading to the loss of essential contextual information and degraded tracking performance. Moreover, the presence of distractors within the search tokens further reduces the tracker's ability to accurately identify the target. To address these limitations, we propose CPDATrack, a novel tracking framework designed to suppress interference from background and distractor tokens while enhancing computational efficiency. First, a learnable module is integrated between two designated encoder layers to estimate the probability of each search token being associated with the target. Based on these estimates, less-informative background tokens are pruned from the search region while preserving the contextual cues surrounding the target. To further suppress background interference, a discriminative selective attention mechanism is employed that fully blocks search-to-template attention in the early layers. In the subsequent encoder layers, high-probability target tokens are selectively extracted from a localized region to attend to the template tokens, thereby reducing the influence of background and distractor tokens. The proposed CPDATrack achieves state-of-the-art performance across multiple benchmarks, particularly on GOT-10k, where it attains an average overlap of 75.1 percent.",abs/2511.19928,UNKNOWN,UNKNOWN
SpikeTrack:24:4c9df14d16e259d7f3ea88b75cdee2f9650cfeb3,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,24,article,4c9df14d16e259d7f3ea88b75cdee2f9650cfeb3,Linker: Learning Long Short-term Associations for Robust Visual Tracking,linker learning long short term associations for robust visual tracking,Zizheng Xun,Zizheng Xun and Shangzhe Di and Yulu Gao and Zongheng Tang and Gang Wang and Si Liu and Bo Li,2024,IEEE Transactions on Multimedia,10.1109/tmm.2023.3347644,UNKNOWN,4c9df14d16e259d7f3ea88b75cdee2f9650cfeb3,https://www.semanticscholar.org/paper/4c9df14d16e259d7f3ea88b75cdee2f9650cfeb3,https://doi.org/10.1109/tmm.2023.3347644,JOURNAL_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Asymmetric template-search architecture; Robustness / distractor handling,Asymmetric template-search architecture: siamese | Robustness / distractor handling: robust,"Siamese and Transformer trackers have demonstrated exceptional performance in visual object tracking. These methods utilize initial and potentially online templates to locate the target in subsequent frames. Despite their success, these trackers are vulnerable to changes in the target's appearance due to slow template updates and interference from similar objects, resulting from the absence of scene information. To address these issues, we introduce a reference region within our tracker. The reference region is updated rapidly, providing short-term scene information. By associating the initial template, reference region, and current search region, we enhance the tracker's ability to adapt to changes in target appearance and discriminate between the target and other objects. Additionally, we propose a novel Reference-Enhance (RE) module, which aggregates contextually relevant information from the reference region to enhance the template feature. Extensive experiments show our method achieves state-of-the-art performance on six popular visual object tracking benchmarks while running at over 40 FPS.",26,6228-6237,UNKNOWN
SpikeTrack:25:7b55c22d062bd52e1cce5044f5e3a97b80f729ea,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,25,article,7b55c22d062bd52e1cce5044f5e3a97b80f729ea,Exploring Lightweight Hierarchical Vision Transformers for Efficient Visual Tracking,exploring lightweight hierarchical vision transformers for efficient visual tracking,Ben Kang,Ben Kang and Xin Chen and D. Wang and Houwen Peng and Huchuan Lu,2023,2023 IEEE/CVF International Conference on Computer Vision (ICCV),10.1109/iccv51070.2023.00881,2308.06904,7b55c22d062bd52e1cce5044f5e3a97b80f729ea,https://www.semanticscholar.org/paper/7b55c22d062bd52e1cce5044f5e3a97b80f729ea,https://doi.org/10.1109/iccv51070.2023.00881,CONFERENCE_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,YES,https://github.com/kangben258/HiT,Block / layer reduction; Lightweight backbone design,"Block / layer reduction: shallow | Lightweight backbone design: edge device, lightweight","Transformer-based visual trackers have demonstrated significant progress owing to their superior modeling capabilities. However, existing trackers are hampered by low speed, limiting their applicability on devices with limited computational power. To alleviate this problem, we propose HiT, a new family of efficient tracking models that can run at high speed on different devices while retaining high performance. The central idea of HiT is the Bridge Module, which bridges the gap between modern lightweight transformers and the tracking framework. The Bridge Module incorporates the high-level information of deep features into the shallow large-resolution features. In this way, it produces better features for the tracking head. We also propose a novel dual-image position encoding technique that simultaneously encodes the position information of both the search region and template images. The HiT model achieves promising speed with competitive performance. For instance, it runs at 61 frames per second (fps) on the Nvidia Jetson AGX edge device. Furthermore, HiT attains 64.6% AUC on the LaSOT benchmark, surpassing all previous efficient trackers. Code and models are available at https://github.com/kangben258/HiT.",UNKNOWN,9578-9587,UNKNOWN
SpikeTrack:26:1ef2a00358ead2c9ca6ca5e3e7ee023a1bbd437c,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,26,article,1ef2a00358ead2c9ca6ca5e3e7ee023a1bbd437c,Discriminative Pruning Networks for Visual Tracking with Adaptive Foreground Prediction,discriminative pruning networks for visual tracking with adaptive foreground prediction,Zheng Wang,Zheng Wang and Zhiyong Zhang,2025,2025 International Joint Conference on Neural Networks (IJCNN),10.1109/ijcnn64981.2025.11227771,UNKNOWN,1ef2a00358ead2c9ca6ca5e3e7ee023a1bbd437c,https://www.semanticscholar.org/paper/1ef2a00358ead2c9ca6ca5e3e7ee023a1bbd437c,https://doi.org/10.1109/ijcnn64981.2025.11227771,CONFERENCE_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Token / feature / spatial sparsification; Pruning; Dynamic / conditional computation; Robustness / distractor handling,Token / feature / spatial sparsification: token elimination | Pruning: prun | Dynamic / conditional computation: dynamic | Robustness / distractor handling: background,"With the rapid advancements in Transformer technology, Transformer-based trackers have demonstrated remarkable performance in the field of object tracking. However, their effectiveness often diminishes when faced with complex background interference. To address this limitation, we propose a novel discriminative pruning network (DPN), consisting of a foreground prediction module (FPM) and a token elimination strategy (TES), which achieves efficient and accurate object tracking. FPM dynamically estimates the foreground-background attribute scores for each token, enabling precise discrimination between foreground and background regions. TES is specifically designed to address the requirements of different stages: during training, it reduces background interference by adjusting the attention mechanism, thereby optimizing the feature learning process of FPM; during inference, it progressively prunes redundant background tokens, allowing the model to focus on target regions. By embedding DPN into specific layers of the Vision Transformer, we build a novel end-to-end online tracker, named the discriminative pruning tracker (DPT). Experimental results demonstrate that DPT excels in foreground-background discrimination and effectively mitigates background interference, showing impressive performance across several benchmark datasets, with an Average Overlap (AO) of 72.6% on the one-shot tracking benchmark GOT-10k, representing a significant accuracy improvement.",UNKNOWN,1-8,UNKNOWN
SpikeTrack:27:0a19b62fbef922ae43fa7eeebdb3f11a4d654e18,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,27,article,0a19b62fbef922ae43fa7eeebdb3f11a4d654e18,Multi-State Tracker: Enhancing Efficient Object Tracking via Multi-State Specialization and Interaction,multi state tracker enhancing efficient object tracking via multi state specialization and interaction,Shilei Wang,Shilei Wang and Gong Cheng and Pujian Lai and Dong Gao and Junwei Han,2025,Proceedings of the 33rd ACM International Conference on Multimedia,10.1145/3746027.3755310,2508.11531,0a19b62fbef922ae43fa7eeebdb3f11a4d654e18,https://www.semanticscholar.org/paper/0a19b62fbef922ae43fa7eeebdb3f11a4d654e18,https://doi.org/10.1145/3746027.3755310,CONFERENCE_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,YES,https://github.com/wsumel/MST,Lightweight backbone design; Temporal context / video-level memory; Robustness / distractor handling,Lightweight backbone design: lightweight | Temporal context / video-level memory: hidden state | Robustness / distractor handling: robust,"Efficient trackers achieve faster runtime by reducing computational complexity and model parameters. However, this efficiency often compromises the expense of weakened feature representation capacity, thus limiting their ability to accurately capture target states using single-layer features. To overcome this limitation, we propose Multi-State Tracker (MST), which utilizes highly lightweight state-specific enhancement (SSE) to perform specialized enhancement on multi-state features produced by multi-state generation (MSG) and aggregates them in an interactive and adaptive manner using cross-state interaction (CSI). This design greatly enhances feature representation while incurring minimal computational overhead, leading to improved tracking robustness in complex environments. Specifically, the MSG generates multiple state representations at multiple stages during feature extraction, while SSE refines them to highlight target-specific features. The CSI module facilitates information exchange between these states and ensures the integration of complementary features. Notably, the introduced SSE and CSI modules adopt a highly lightweight hidden state adaptation-based state space duality (HSA-SSD) design, incurring only 0.1 GFLOPs in computation and 0.66 M in parameters. Experimental results demonstrate that MST outperforms all previous efficient trackers across multiple datasets, significantly improving tracking accuracy and robustness. In particular, it shows excellent runtime performance, with an AO score improvement of 4.5% over the previous SOTA efficient tracker HCAT on the GOT-10K dataset. The code is available at https://github.com/wsumel/MST.",UNKNOWN,UNKNOWN,UNKNOWN
SpikeTrack:28:d57521c303c886dc42b366c844d8de9c8157b2b3,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,28,article,d57521c303c886dc42b366c844d8de9c8157b2b3,Optimizing intrinsic representation for tracking,optimizing intrinsic representation for tracking,Yuanming Zhang,Yuanming Zhang and Hao Sun,2024,Knowl. Based Syst.,10.1016/j.knosys.2024.111955,UNKNOWN,d57521c303c886dc42b366c844d8de9c8157b2b3,https://www.semanticscholar.org/paper/d57521c303c886dc42b366c844d8de9c8157b2b3,https://doi.org/10.1016/j.knosys.2024.111955,JOURNAL_LISTED_UNVERIFIED,UNKNOWN,generic tracking term only; manual scope check required,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,297,111955,UNKNOWN
SpikeTrack:29:b795d27606f99de1ad83c90fc73f5bb3157b8c52,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,29,article,b795d27606f99de1ad83c90fc73f5bb3157b8c52,Fully Spiking Neural Networks for Unified Frame-Event Object Tracking,fully spiking neural networks for unified frame event object tracking,Jingjun Yang,Jingjun Yang and Liangwei Fan and Jinpu Zhang and Xiangkai Lian and Hui Shen and Dewen Hu,2025,ArXiv,10.48550/arxiv.2505.20834,2505.20834,b795d27606f99de1ad83c90fc73f5bb3157b8c52,https://www.semanticscholar.org/paper/b795d27606f99de1ad83c90fc73f5bb3157b8c52,https://doi.org/10.48550/arxiv.2505.20834,ARXIV_PREPRINT,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Token / feature / spatial sparsification; Asymmetric template-search architecture; SNN / neuromorphic computation; Robustness / distractor handling,Token / feature / spatial sparsification: spars | Asymmetric template-search architecture: asymmetric | SNN / neuromorphic computation: spiking neural | Robustness / distractor handling: robust,"The integration of image and event streams offers a promising approach for achieving robust visual object tracking in complex environments. However, current fusion methods achieve high performance at the cost of significant computational overhead and struggle to efficiently extract the sparse, asynchronous information from event streams, failing to leverage the energy-efficient advantages of event-driven spiking paradigms. To address this challenge, we propose the first fully Spiking Frame-Event Tracking framework called SpikeFET. This network achieves synergistic integration of convolutional local feature extraction and Transformer-based global modeling within the spiking paradigm, effectively fusing frame and event data. To overcome the degradation of translation invariance caused by convolutional padding, we introduce a Random Patchwork Module (RPM) that eliminates positional bias through randomized spatial reorganization and learnable type encoding while preserving residual structures. Furthermore, we propose a Spatial-Temporal Regularization (STR) strategy that overcomes similarity metric degradation from asymmetric features by enforcing spatio-temporal consistency among temporal template features in latent space. Extensive experiments across multiple benchmarks demonstrate that the proposed framework achieves superior tracking accuracy over existing methods while significantly reducing power consumption, attaining an optimal balance between performance and efficiency.",abs/2505.20834,UNKNOWN,UNKNOWN
SpikeTrack:30:74dc9be7a20af45487f027c4739ab27ca662ab01,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,30,article,74dc9be7a20af45487f027c4739ab27ca662ab01,Learning Historical Status Prompt for Accurate and Robust Visual Tracking,learning historical status prompt for accurate and robust visual tracking,Wenrui Cai,Wenrui Cai and Qingjie Liu and Yunhong Wang,2023,ArXiv,10.48550/arxiv.2311.02072,UNKNOWN,74dc9be7a20af45487f027c4739ab27ca662ab01,https://www.semanticscholar.org/paper/74dc9be7a20af45487f027c4739ab27ca662ab01,https://doi.org/10.48550/arxiv.2311.02072,ARXIV_PREPRINT,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Robustness / distractor handling,Robustness / distractor handling: robust,"S2 TL;DR: A Historical Information Prompter (HIP) to enhance the pro-vision of historical information and build HIPTrack upon HIP module, a plug-and-play module that make full use of search region features to introduce historical appearance information.",abs/2311.02072,UNKNOWN,UNKNOWN
SpikeTrack:31:bab1416472e2f26f6389d1710b2a4aa946796a44,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,31,article,bab1416472e2f26f6389d1710b2a4aa946796a44,PlanarTrack: A Large-scale Challenging Benchmark for Planar Object Tracking,planartrack a large scale challenging benchmark for planar object tracking,Xinran Liu,Xinran Liu and Xiaoqiong Liu and Ziruo Yi and Xinyi Zhou and Thanh Le and Libo Zhang and Yanling Huang and Q. Yang and Heng Fan,2023,2023 IEEE/CVF International Conference on Computer Vision (ICCV),10.1109/iccv51070.2023.01870,2303.07625,bab1416472e2f26f6389d1710b2a4aa946796a44,https://www.semanticscholar.org/paper/bab1416472e2f26f6389d1710b2a4aa946796a44,https://doi.org/10.1109/iccv51070.2023.01870,CONFERENCE_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Planar object tracking is a critical computer vision problem and has drawn increasing interest owing to its key roles in robotics, augmented reality, etc. Despite rapid progress, its further development, especially in the deep learning era, is largely hindered due to the lack of large-scale challenging benchmarks. Addressing this, we introduce PlanarTrack, a large-scale challenging planar tracking benchmark. Specifically, PlanarTrack consists of 1,000 videos with more than 490K images. All these sequences are collected in complex unconstrained scenarios from the wild, which makes PlanarTrack, compared with existing benchmarks, more challenging but realistic for real-world applications. To ensure the high-quality annotation, each frame in PlanarTrack is manually labeled using four corners with multiple-round careful inspection and refinement. To our best knowledge, PlanarTrack, to date, is the largest and the most challenging dataset dedicated to planar object tracking. In order to analyze the proposed PlanarTrack, we evaluate 10 planar trackers and conduct comprehensive comparisons and in-depth analysis. Our results, not surprisingly, demonstrate that current top-performing planar trackers degenerate significantly on the challenging PlanarTrack and more efforts are needed to improve planar tracking in the future. In addition, we further derive a variant named PlanarTrackBB for generic object tracking from our PlanarTrack. Our evaluation of 10 excellent generic trackers on PlanarTrackBB manifests that, surprisingly, PlanarTrackBB is even more challenging than several popular generic tracking benchmarks and more attention should be paid to handle such planar objects, though they are rigid. All benchmarks and evaluations are released at https://hengfan2010.github.io/projects/PlanarTrack/.",UNKNOWN,20392-20401,UNKNOWN
SpikeTrack:32:8c7274e12dc32878d8cf6be9ec9512347fcf17b2,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,32,article,8c7274e12dc32878d8cf6be9ec9512347fcf17b2,Masked Mutual Guidance Transformer Tracking,masked mutual guidance transformer tracking,Baojie Fan,Baojie Fan and Zhiquan Wang and Jiajun Ai and Caiyu Zhang,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10801735,UNKNOWN,8c7274e12dc32878d8cf6be9ec9512347fcf17b2,https://www.semanticscholar.org/paper/8c7274e12dc32878d8cf6be9ec9512347fcf17b2,https://doi.org/10.1109/iros58592.2024.10801735,CONFERENCE_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Visual mask learning has received increasing attention in the field of visual object tracking. However, most existing studies merely utilize visual mask learning works as pre-training models without fully exploiting their potential for visual representation. In this paper, we present a novel approach for learning tracking target features, leveraging an encoder-decoder architecture with a masked mutual guidance tracking(MMG). Initially, we perform joint visual feature extraction on both the template and search areas. Subsequently, these features undergo separate self-decoding processes, followed by mutual guidance decoding to reconstruct the original search and template images. This process fosters mutual understanding between the images, facilitating improved learning of object states and shapes across different frames. During the inference phase, we offload the decoder and implement a simple and effective tracker. Experimental results indicate that our proposed method is effective that the mutual guidance strategy can achieve state-of-the-art performance on five tracking datasets.",UNKNOWN,341-348,UNKNOWN
SpikeTrack:33:5ade81072cafc3a22d45bde8720cd246a60f3d00,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,33,article,5ade81072cafc3a22d45bde8720cd246a60f3d00,DATrack: direction attention based transformer tracker,datrack direction attention based transformer tracker,Jinfen Liu,Jinfen Liu and Yun Gao and Zhijia Shi and Tao Wang,2025,Applied Intelligence,10.1007/s10489-025-06791-w,UNKNOWN,5ade81072cafc3a22d45bde8720cd246a60f3d00,https://www.semanticscholar.org/paper/5ade81072cafc3a22d45bde8720cd246a60f3d00,https://doi.org/10.1007/s10489-025-06791-w,JOURNAL_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Motion modeling,Motion modeling: motion,"S2 TL;DR: This work proposes a direction attention based transformer tracker (DATrack), allowing the tracker to focus more on the search tokens in partial possible motion directions, and introduces direction tokens to provide direction information in various coarse-grained directions of the search region.",55,UNKNOWN,UNKNOWN
SpikeTrack:34:cbeee2f7f03acb575f250e7b1857ceb775db98ec,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,34,article,cbeee2f7f03acb575f250e7b1857ceb775db98ec,SeqTrack: Sequence to Sequence Learning for Visual Object Tracking,seqtrack sequence to sequence learning for visual object tracking,Xin Chen,Xin Chen and Houwen Peng and Dong Wang and Huchuan Lu and Han Hu,2023,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52729.2023.01400,UNKNOWN,cbeee2f7f03acb575f250e7b1857ceb775db98ec,https://www.semanticscholar.org/paper/cbeee2f7f03acb575f250e7b1857ceb775db98ec,https://doi.org/10.1109/cvpr52729.2023.01400,CONFERENCE_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,YES,https://github.com/microsoft/VideoX,Asymmetric template-search architecture; Autoregressive / sequence modeling; Training / loss redesign,"Asymmetric template-search architecture: siamese | Autoregressive / sequence modeling: autoregress, sequence learning, sequence to sequence, sequence-to-sequence | Training / loss redesign: loss function","In this paper, we present a new sequence-to-sequence learning framework for visual tracking, dubbed SeqTrack. It casts visual tracking as a sequence generation problem, which predicts object bounding boxes in an autoregressive fashion. This is different from prior Siamese trackers and transformer trackers, which rely on designing complicated head networks, such as classification and regression heads. SeqTrack only adopts a simple encoder-decoder transformer architecture. The encoder extracts visual features with a bidirectional transformer, while the decoder generates a sequence of bounding box values autoregressively with a causal transformer. The loss function is a plain cross-entropy. Such a sequence learning paradigm not only simplifies tracking framework, but also achieves competitive performance on benchmarks. For instance, SeqTrack gets 72.5% AUC on LaSOT, establishing a new state-of-the-art performance. Code and models are available at https://github.com/microsoft/VideoX.",UNKNOWN,14572-14581,UNKNOWN
SpikeTrack:35:8d13075ad3fc62318006e7077ecd9deeea691fd4,SpikeTrack,E:\Robot_Backup\Tracker_Q1_Documents\ConnectedPapers-for-SpikeTrack%3A-A-Spike%20driven-Framework-for-Efficient-Visual-Tracking.bib,35,article,8d13075ad3fc62318006e7077ecd9deeea691fd4,Transformer-Based Tracker Fusing Two-Dimensional Semantic Features,transformer based tracker fusing two dimensional semantic features,Yongsheng Luo,Yongsheng Luo and Zhibin Du and Qianling Guo and Zhide Guo,2025,"2025 5th International Conference on Neural Networks, Information and Communication Engineering (NNICE)",10.1109/nnice64954.2025.11063785,UNKNOWN,8d13075ad3fc62318006e7077ecd9deeea691fd4,https://www.semanticscholar.org/paper/8d13075ad3fc62318006e7077ecd9deeea691fd4,https://doi.org/10.1109/nnice64954.2025.11063785,CONFERENCE_LISTED_UNVERIFIED,SUPPORTING,visual-tracking/tracker term in title or abstract,UNKNOWN,UNKNOWN,Robustness / distractor handling,Robustness / distractor handling: robust,"In recent years, with the rise of Transformer network, the tracking network based on Transformer network architecture has become one of the mainstream frameworks in the field of single target tracking. However, the performance of Transformer-based trackers still encounters certain bottlenecks in complex scenarios such as target appearance changes. Firstly, most methods still adopt independent template learning, lacking communication between the template and the search area; on the other hand, in feature extraction and fusion, the traditional attention mechanism lacks the ability to simultaneously capture global information in both height and width spatial dimensions, which limits the expressive power of features. To address these issues, improvements were made based on the ROMTrack model. By integrating three typical object modeling methods and designing a global grouped coordinate attention module during the feature extraction phase, the new approach combines multi-dimensional global information with attention mechanisms, capturing global in-formation across height and width dimensions, enhancing the comprehensiveness of feature learning and the robustness of object modeling. Experimental results on GOT-10K, LaSOT, LaSOText, TrackingNet, OTB100, and UAV123 datasets show that compared to ROMTrack, there are improvements in both precision and success rate, demonstrating excellent tracking performance.",UNKNOWN,627-632,UNKNOWN
